"","year","division","arrest_count"
"20621",2014,"D41",1
"20622",2016,"D31",2
"20623",2019,"D12",1
"20624",2018,"D32",2
"20625",2016,"D23",1
"20626",2019,"D11",1
"20627",2018,"D41",3
"20628",2021,"D42",2
"20629",2016,"D12",1
"20630",2022,"D14",1
"20631",2019,"D33",6
"20632",2018,"NSA",13
"20633",2017,"D41",6
"20634",2019,"D51",6
"20635",2014,"D41",4
"20636",2014,"D41",8
"20637",2016,"D14",1
"20638",2015,"D31",2
"20639",2017,"D23",1
"20640",2019,"D32",2
"20641",2018,"D11",2
"20642",2017,"D42",1
"20643",2022,"D23",3
"20644",2018,"D13",2
"20645",2020,"D33",1
"20646",2016,"D41",1
"20647",2015,"D41",1
"20648",2018,"D32",4
"20649",2022,"D12",2
"20650",2018,"D22",7
"20651",2018,"D32",1
"20652",2018,"D32",1
"20653",2014,"D14",1
"20654",2018,"D41",2
"20655",2018,"D22",1
"20656",2016,"D51",2
"20657",2020,"D55",1
"20658",2021,"D41",2
"20659",2022,"D42",1
"20660",2017,"D33",1
"20661",2020,"D22",3
"20662",2018,"D32",1
"20663",2020,"D42",3
"20664",2014,"D13",3
"20665",2021,"D22",1
"20666",2015,"D11",2
"20667",2017,"D32",1
"20668",2022,"D52",8
"20669",2015,"D42",4
"20670",2015,"D23",1
"20671",2019,"D23",1
"20672",2021,"D23",4
"20673",2014,"D14",2
"20674",2016,"D14",1
"20675",2017,"D42",1
"20676",2021,"D14",1
"20677",2020,"D31",1
"20678",2020,"D43",2
"20679",2016,"D55",1
"20680",2019,"D12",1
"20681",2014,"D42",2
"20682",2016,"D32",5
"20683",2015,"D33",1
"20684",2014,"D11",12
"20685",2015,"D33",2
"20686",2017,"D41",14
"20687",2014,"D43",1
"20688",2022,"NSA",2
"20689",2022,"D11",1
"20690",2019,"D42",10
"20691",2017,"D22",1
"20692",2018,"D14",7
"20693",2015,"D32",3
"20694",2014,"D51",2
"20695",2014,"D13",1
"20696",2018,"D43",11
"20697",2016,"D55",5
"20698",2022,"D53",7
"20699",2017,"D41",1
"20700",2014,"D13",2
"20701",2022,"D55",1
"20702",2019,"D14",1
"20703",2018,"D22",2
"20704",2015,"D11",1
"20705",2014,"D11",1
"20706",2022,"D14",7
"20707",2020,"D22",3
"20708",2019,"D12",2
"20709",2022,"D42",1
"20710",2022,"D51",3
"20711",2022,"D32",1
"20712",2022,"D22",1
"20713",2019,"D42",1
"20714",2022,"D31",1
"20715",2014,"D11",1
"20716",2018,"D41",38
"20717",2021,"D41",1
"20718",2018,"D55",3
"20719",2017,"D41",4
"20720",2018,"D52",4
"20721",2017,"D31",1
"20722",2018,"D55",3
"20723",2017,"D43",1
"20724",2018,"D51",6
"20725",2015,"D12",2
"20726",2020,"D31",4
"20727",2017,"D22",2
"20728",2015,"D22",1
"20729",2021,"D12",1
"20730",2014,"D12",2
"20731",2017,"D41",1
"20732",2017,"D22",2
"20733",2021,"D14",1
"20734",2019,"D14",2
"20735",2015,"D43",1
"20736",2022,"D43",3
"20737",2017,"D41",3
"20738",2020,"D13",1
"20739",2020,"D55",1
"20740",2015,"D55",15
"20741",2015,"D12",3
"20742",2018,"D23",2
"20743",2014,"D55",2
"20744",2015,"D51",6
"20745",2019,"D12",3
"20746",2017,"D11",2
"20747",2019,"D13",1
"20748",2022,"D11",10
"20749",2022,"D41",1
"20750",2020,"D13",1
"20751",2019,"D55",8
"20752",2017,"D22",5
"20753",2021,"D41",10
"20754",2015,"D41",1
"20755",2015,"D52",9
"20756",2017,"D31",1
"20757",2017,"D11",3
"20758",2019,"D55",5
"20759",2015,"D55",1
"20760",2018,"D53",2
"20761",2017,"D22",3
"20762",2017,"D43",1
"20763",2021,"D55",3
"20764",2016,"D11",1
"20765",2017,"D31",11
"20766",2018,"D51",3
"20767",2016,"D11",1
"20768",2017,"D11",1
"20769",2015,"D52",1
"20770",2022,"D33",3
"20771",2022,"D31",8
"20772",2022,"D42",1
"20773",2015,"D42",2
"20774",2016,"D53",4
"20775",2018,"D23",1
"20776",2018,"D55",4
"20777",2017,"D14",9
"20778",2019,"D14",3
"20779",2022,"D52",1
"20780",2018,"D43",7
"20781",2018,"D12",2
"20782",2020,"D55",2
"20783",2016,"D53",2
"20784",2021,"D11",1
"20785",2017,"D32",3
"20786",2016,"D13",6
"20787",2021,"D33",1
"20788",2015,"D43",1
"20789",2022,"D43",4
"20790",2014,"D11",2
"20791",2015,"D12",4
"20792",2021,"D43",2
"20793",2015,"D12",4
"20794",2022,"D41",3
"20795",2018,"D51",2
"20796",2022,"D43",1
"20797",2014,"D42",1
"20798",2018,"D31",1
"20799",2019,"D31",1
"20800",2020,"D51",1
"20801",2016,"D55",1
"20802",2021,"D32",7
"20803",2020,"D51",1
"20804",2016,"D42",3
"20805",2020,"D42",2
"20806",2021,"D33",2
"20807",2017,"D41",1
"20808",2019,"D22",2
"20809",2021,"D55",12
"20810",2022,"D41",1
"20811",2022,"D31",6
"20812",2017,"D52",121
"20813",2015,"D22",4
"20814",2018,"D52",3
"20815",2020,"D22",1
"20816",2022,"D53",7
"20817",2015,"D42",1
"20818",2018,"D51",1
"20819",2016,"D14",1
"20820",2018,"D31",3
"20821",2016,"D14",1
"20822",2016,"D33",2
"20823",2015,"D22",1
"20824",2017,"D41",2
"20825",2016,"D33",5
"20826",2019,"D43",2
"20827",2022,"D41",10
"20828",2020,"D52",6
"20829",2021,"D53",1
"20830",2019,"D42",3
"20831",2019,"D32",2
"20832",2022,"D13",1
"20833",2014,"D31",2
"20834",2020,"D52",4
"20835",2014,"D52",14
"20836",2022,"D43",1
"20837",2017,"NSA",3
"20838",2017,"D14",1
"20839",2014,"D41",2
"20840",2016,"D53",1
"20841",2020,"D31",14
"20842",2021,"D32",3
"20843",2017,"D11",3
"20844",2016,"D22",4
"20845",2018,"D42",1
"20846",2015,"D13",2
"20847",2018,"D11",5
"20848",2014,"D42",1
"20849",2021,"D32",2
"20850",2014,"D41",1
"20851",2016,"D41",2
"20852",2014,"D43",1
"20853",2020,"D22",1
"20854",2017,"D32",1
"20855",2014,"D33",3
"20856",2022,"D13",1
"20857",2020,"D55",1
"20858",2020,"D32",3
"20859",2017,"D22",1
"20860",2014,"D11",3
"20861",2015,"D41",19
"20862",2014,"D55",1
"20863",2016,"D33",1
"20864",2015,"D53",1
"20865",2017,"D55",1
"20866",2022,"D51",1
"20867",2021,"D41",1
"20868",2019,"D13",3
"20869",2015,"D33",2
"20870",2019,"D41",10
"20871",2020,"D14",4
"20872",2017,"D11",2
"20873",2016,"D51",1
"20874",2020,"D22",1
"20875",2017,"D22",1
"20876",2017,"D41",3
"20877",2014,"NSA",2
"20878",2019,"D33",1
"20879",2017,"D52",13
"20880",2022,"D52",1
"20881",2017,"D51",2
"20882",2014,"D11",8
"20883",2016,"D32",1
"20884",2015,"D31",5
"20885",2019,"D32",1
"20886",2019,"D52",34
"20887",2016,"D43",3
"20888",2019,"D51",6
"20889",2016,"D51",1
"20890",2016,"D14",1
"20891",2014,"NSA",2
"20892",2022,"D13",1
"20893",2022,"D55",2
"20894",2017,"D53",1
"20895",2016,"D12",1
"20896",2015,"D43",3
"20897",2014,"D31",1
"20898",2022,"D53",2
"20899",2015,"D42",3
"20900",2018,"D42",5
"20901",2020,"D14",5
"20902",2015,"D32",1
"20903",2016,"D51",3
"20904",2022,"D22",1
"20905",2016,"D42",1
"20906",2020,"D32",1
"20907",2018,"D43",1
"20908",2021,"D11",3
"20909",2017,"D43",16
"20910",2022,"D32",17
"20911",2022,"D53",1
"20912",2019,"D14",3
"20913",2018,"D14",2
"20914",2018,"D43",8
"20915",2022,"D13",4
"20916",2016,"D41",1
"20917",2016,"D52",2
"20918",2018,"D14",2
"20919",2019,"D42",1
"20920",2015,"D55",1
"20921",2022,"D32",2
"20922",2016,"D14",2
"20923",2019,"D22",2
"20924",2018,"D14",2
"20925",2017,"D13",3
"20926",2016,"D52",20
"20927",2022,"D55",1
"20928",2015,"D23",1
"20929",2021,"D51",32
"20930",2019,"D13",5
"20931",2019,"D23",6
"20932",2021,"D14",3
"20933",2019,"D12",2
"20934",2014,"D42",1
"20935",2019,"D55",1
"20936",2014,"D33",7
"20937",2018,"D55",13
"20938",2022,"D55",14
"20939",2014,"D33",1
"20940",2017,"D32",1
"20941",2014,"D55",4
"20942",2018,"D23",1
"20943",2018,"D41",2
"20944",2022,"D51",2
"20945",2015,"D53",11
"20946",2021,"D32",1
"20947",2021,"D14",4
"20948",2017,"D52",5
"20949",2017,"D31",2
"20950",2017,"D42",3
"20951",2018,"D43",1
"20952",2015,"D55",2
"20953",2015,"D32",1
"20954",2019,"D55",2
"20955",2019,"D43",1
"20956",2016,"D22",1
"20957",2017,"D52",3
"20958",2020,"D32",2
"20959",2014,"D12",12
"20960",2015,"D41",1
"20961",2020,"D32",1
"20962",2022,"D11",3
"20963",2020,"D12",3
"20964",2017,"D23",3
"20965",2022,"D42",3
"20966",2015,"D32",1
"20967",2015,"D55",6
"20968",2016,"D53",3
"20969",2014,"D23",7
"20970",2020,"D41",2
"20971",2020,"D32",1
"20972",2015,"D32",3
"20973",2020,"D55",1
"20974",2015,"D14",3
"20975",2020,"D43",1
"20976",2014,"D11",2
"20977",2017,"D14",8
"20978",2016,"D22",6
"20979",2017,"D33",1
"20980",2018,"D32",2
"20981",2017,"D11",1
"20982",2016,"D42",3
"20983",2022,"D14",3
"20984",2019,"D42",2
"20985",2018,"D32",1
"20986",2019,"D51",4
"20987",2016,"D32",1
"20988",2016,"D42",5
"20989",2017,"D22",13
"20990",2017,"D52",2
"20991",2018,"D55",3
"20992",2016,"D33",2
"20993",2019,"D42",1
"20994",2021,"D55",1
"20995",2018,"D41",1
"20996",2014,"D42",1
"20997",2014,"D14",5
"20998",2015,"NSA",7
"20999",2020,"D32",2
"21000",2022,"D23",1
"21001",2015,"D53",1
"21002",2015,"D52",8
"21003",2022,"D23",1
"21004",2019,"D42",1
"21005",2022,"D51",4
"21006",2020,"D32",5
"21007",2016,"D53",2
"21008",2014,"D41",2
"21009",2017,"D42",1
"21010",2020,"D14",4
"21011",2014,"D23",1
"21012",2022,"D12",8
"21013",2022,"D32",2
"21014",2019,"D43",1
"21015",2018,"D42",1
"21016",2017,"D22",1
"21017",2017,"D33",1
"21018",2020,"D41",1
"21019",2021,"D31",2
"21020",2017,"D23",3
"21021",2021,"D11",1
"21022",2020,"D23",1
"21023",2020,"D11",7
"21024",2022,"D11",2
"21025",2015,"D33",1
"21026",2016,"D41",2
"21027",2016,"D11",1
"21028",2014,"D42",3
"21029",2022,"D11",1
"21030",2021,"D42",1
"21031",2020,"D13",2
"21032",2015,"D32",1
"21033",2020,"D33",4
"21034",2016,"D51",3
"21035",2014,"D13",2
"21036",2021,"D32",3
"21037",2021,"D52",3
"21038",2019,"D33",5
"21039",2019,"D52",105
"21040",2015,"D12",1
"21041",2021,"D12",5
"21042",2018,"D51",2
"21043",2021,"D11",7
"21044",2018,"D32",1
"21045",2017,"D13",1
"21046",2020,"D51",38
"21047",2019,"D11",1
"21048",2021,"D23",3
"21049",2014,"D22",8
"21050",2018,"D53",1
"21051",2016,"D42",1
"21052",2020,"D11",5
"21053",2020,"NSA",1
"21054",2018,"D31",3
"21055",2014,"D14",2
"21056",2014,"D51",2
"21057",2014,"D12",1
"21058",2022,"D12",1
"21059",2016,"D31",1
"21060",2021,"D12",1
"21061",2014,"D41",11
"21062",2017,"D51",1
"21063",2014,"D33",2
"21064",2015,"D31",2
"21065",2018,"D41",1
"21066",2021,"D23",4
"21067",2021,"D52",3
"21068",2017,"D13",4
"21069",2018,"D23",8
"21070",2019,"D51",5
"21071",2017,"D23",11
"21072",2014,"D55",1
"21073",2019,"D22",1
"21074",2020,"D32",1
"21075",2014,"D11",1
"21076",2016,"D42",2
"21077",2014,"D33",1
"21078",2014,"D11",1
"21079",2020,"D12",1
"21080",2021,"D22",10
"21081",2016,"D11",3
"21082",2014,"D43",1
"21083",2015,"D14",1
"21084",2017,"D33",3
"21085",2022,"D11",3
"21086",2021,"D43",1
"21087",2019,"D51",1
"21088",2017,"D42",1
"21089",2019,"D31",1
"21090",2020,"D31",5
"21091",2018,"D32",6
"21092",2019,"D23",1
"21093",2018,"D31",5
"21094",2017,"D32",1
"21095",2018,"D11",2
"21096",2016,"D23",3
"21097",2014,"D43",4
"21098",2014,"D51",1
"21099",2018,"D23",1
"21100",2018,"D53",1
"21101",2020,"D55",4
"21102",2017,"D12",2
"21103",2020,"D12",3
"21104",2020,"D41",2
"21105",2021,"D53",1
"21106",2014,"D14",1
"21107",2020,"D55",6
"21108",2015,"D41",1
"21109",2016,"D55",1
"21110",2020,"D33",1
"21111",2021,"D51",3
"21112",2019,"D13",1
"21113",2015,"D32",1
"21114",2022,"D53",1
"21115",2014,"D42",1
"21116",2016,"D55",2
"21117",2022,"D31",4
"21118",2021,"D13",1
"21119",2016,"D43",4
"21120",2015,"D55",1
"21121",2021,"D22",1
"21122",2016,"D51",1
"21123",2014,"D11",1
"21124",2016,"D51",2
"21125",2020,"D14",1
"21126",2019,"D22",3
"21127",2017,"D43",2
"21128",2022,"D22",2
"21129",2017,"D55",4
"21130",2020,"D12",5
"21131",2015,"D12",3
"21132",2021,"D41",5
"21133",2018,"D42",7
"21134",2022,"D33",1
"21135",2021,"D43",2
"21136",2019,"D43",2
"21137",2020,"D31",5
"21138",2015,"D31",2
"21139",2014,"D55",5
"21140",2017,"D32",1
"21141",2020,"D22",1
"21142",2014,"D53",1
"21143",2017,"D52",1
"21144",2022,"D55",1
"21145",2018,"D33",5
"21146",2014,"D23",1
"21147",2017,"D14",8
"21148",2021,"D12",1
"21149",2017,"D12",1
"21150",2019,"D31",2
"21151",2016,"D33",8
"21152",2015,"D43",1
"21153",2014,"D51",5
"21154",2022,"D12",1
"21155",2014,"D12",5
"21156",2017,"D13",1
"21157",2014,"D42",4
"21158",2019,"D22",2
"21159",2017,"D41",5
"21160",2020,"D14",1
"21161",2014,"D42",1
"21162",2018,"D55",1
"21163",2021,"D13",1
"21164",2017,"D32",5
"21165",2014,"D51",1
"21166",2018,"D52",4
"21167",2019,"D31",3
"21168",2021,"D23",1
"21169",2022,"D32",1
"21170",2014,"D55",1
"21171",2014,"D13",2
"21172",2015,"D55",7
"21173",2016,"D12",1
"21174",2014,"D41",6
"21175",2017,"D32",2
"21176",2017,"D41",2
"21177",2021,"D42",3
"21178",2018,"NSA",1
"21179",2021,"D43",4
"21180",2015,"D23",7
"21181",2020,"D31",1
"21182",2016,"D32",1
"21183",2020,"D22",5
"21184",2020,"D22",4
"21185",2017,"D53",1
"21186",2015,"D42",11
"21187",2014,"D55",3
"21188",2021,"D43",1
"21189",2014,"D55",13
"21190",2015,"D14",2
"21191",2016,"D31",3
"21192",2021,"D55",1
"21193",2019,"D12",1
"21194",2021,"D52",3
"21195",2018,"D32",2
"21196",2015,"D14",1
"21197",2015,"D14",4
"21198",2020,"D32",2
"21199",2022,"D51",25
"21200",2018,"D32",2
"21201",2021,"D23",1
"21202",2018,"D13",1
"21203",2018,"D32",26
"21204",2022,"D41",4
"21205",2015,"D52",34
"21206",2015,"D55",3
"21207",2014,"D11",16
"21208",2022,"D22",4
"21209",2017,"D43",6
"21210",2015,"D11",1
"21211",2022,"D53",1
"21212",2017,"D43",2
"21213",2017,"D43",2
"21214",2015,"D22",1
"21215",2018,"D43",1
"21216",2015,"D14",1
"21217",2015,"D11",1
"21218",2018,"D31",1
"21219",2018,"D11",1
"21220",2017,"D23",1
"21221",2015,"D31",4
"21222",2022,"D12",3
"21223",2021,"D43",1
"21224",2017,"D51",1
"21225",2020,"D22",5
"21226",2016,"D42",2
"21227",2020,"D12",2
"21228",2015,"D11",4
"21229",2019,"D51",44
"21230",2016,"D55",2
"21231",2014,"D32",1
"21232",2018,"NSA",1
"21233",2017,"D12",1
"21234",2014,"D32",2
"21235",2014,"D55",3
"21236",2020,"D41",2
"21237",2021,"D12",2
"21238",2019,"D11",9
"21239",2017,"D55",2
"21240",2017,"D14",1
"21241",2015,"D11",1
"21242",2016,"D42",1
"21243",2018,"D14",6
"21244",2018,"D13",1
"21245",2014,"D33",1
"21246",2015,"D14",1
"21247",2015,"D31",1
"21248",2019,"D31",2
"21249",2020,"D43",1
"21250",2014,"D55",3
"21251",2016,"D22",1
"21252",2014,"D23",1
"21253",2016,"D51",11
"21254",2015,"D22",1
"21255",2017,"D14",2
"21256",2015,"NSA",2
"21257",2016,"D14",8
"21258",2020,"D11",1
"21259",2014,"D53",1
"21260",2015,"D22",2
"21261",2014,"D42",1
"21262",2014,"D14",2
"21263",2022,"NSA",1
"21264",2018,"D11",2
"21265",2020,"D52",2
"21266",2016,"D14",2
"21267",2016,"D42",1
"21268",2014,"D13",8
"21269",2018,"D32",1
"21270",2018,"D11",2
"21271",2016,"D22",1
"21272",2021,"D23",1
"21273",2022,"D22",1
"21274",2014,"D42",3
"21275",2017,"D53",1
"21276",2014,"D11",1
"21277",2018,"D53",1
"21278",2021,"D51",1
"21279",2022,"D11",4
"21280",2015,"D23",2
"21281",2021,"D31",5
"21282",2016,"D41",4
"21283",2018,"D52",2
"21284",2015,"D41",2
"21285",2016,"D53",1
"21286",2019,"D42",2
"21287",2020,"D43",17
"21288",2022,"D12",1
"21289",2015,"D32",1
"21290",2015,"D55",3
"21291",2022,"D43",2
"21292",2021,"D12",1
"21293",2014,"D33",2
"21294",2014,"D51",10
"21295",2019,"D11",2
"21296",2015,"D32",2
"21297",2018,"D53",3
"21298",2018,"D41",7
"21299",2020,"D42",3
"21300",2018,"D13",1
"21301",2020,"D52",1
"21302",2017,"NSA",3
"21303",2020,"D41",7
"21304",2016,"D11",2
"21305",2018,"D32",2
"21306",2017,"D33",1
"21307",2017,"D33",3
"21308",2018,"D42",1
"21309",2020,"D52",1
"21310",2017,"D53",3
"21311",2017,"D32",1
"21312",2017,"D14",2
"21313",2016,"D22",1
"21314",2021,"D55",1
"21315",2017,"D55",1
"21316",2021,"D52",1
"21317",2015,"D31",1
"21318",2022,"D43",1
"21319",2015,"D43",3
"21320",2017,"D51",2
"21321",2017,"D31",4
"21322",2018,"D33",3
"21323",2019,"D14",7
"21324",2018,"D14",21
"21325",2014,"D12",12
"21326",2015,"D23",1
"21327",2022,"D32",12
"21328",2020,"D41",1
"21329",2016,"D11",1
"21330",2014,"D13",1
"21331",2022,"D31",1
"21332",2017,"D32",2
"21333",2020,"D33",1
"21334",2022,"D51",5
"21335",2021,"D23",4
"21336",2021,"D33",1
"21337",2018,"D14",22
"21338",2014,"NSA",2
"21339",2021,"D22",5
"21340",2015,"D43",1
"21341",2022,"D55",3
"21342",2018,"D55",1
"21343",2020,"D42",1
"21344",2016,"D11",1
"21345",2017,"D33",1
"21346",2016,"D14",7
"21347",2021,"D14",1
"21348",2021,"D14",3
"21349",2014,"D42",8
"21350",2017,"D11",1
"21351",2015,"D55",3
"21352",2014,"D43",3
"21353",2017,"D55",1
"21354",2015,"D55",1
"21355",2017,"D42",10
"21356",2019,"D55",3
"21357",2021,"D33",3
"21358",2016,"D55",1
"21359",2020,"D11",1
"21360",2018,"D41",2
"21361",2016,"D53",2
"21362",2018,"D33",2
"21363",2015,"D12",2
"21364",2021,"D12",1
"21365",2016,"D43",11
"21366",2022,"D31",2
"21367",2020,"D12",1
"21368",2014,"D43",1
"21369",2019,"D41",5
"21370",2018,"D41",14
"21371",2019,"D52",2
"21372",2016,"D55",1
"21373",2022,"D41",1
"21374",2022,"D32",1
"21375",2022,"D23",5
"21376",2021,"D11",1
"21377",2022,"D11",1
"21378",2016,"D51",20
"21379",2020,"D42",2
"21380",2016,"D52",11
"21381",2020,"D55",6
"21382",2019,"D43",4
"21383",2015,"D41",2
"21384",2016,"D42",5
"21385",2014,"D31",1
"21386",2017,"D51",2
"21387",2018,"D12",19
"21388",2014,"D22",1
"21389",2021,"D41",1
"21390",2020,"D11",2
"21391",2017,"D22",1
"21392",2018,"D55",3
"21393",2015,"D55",9
"21394",2017,"D32",4
"21395",2019,"D41",1
"21396",2016,"D32",2
"21397",2014,"D55",1
"21398",2016,"D13",1
"21399",2016,"D32",2
"21400",2019,"D55",1
"21401",2016,"D43",1
"21402",2021,"D43",1
"21403",2016,"D42",1
"21404",2014,"D33",1
"21405",2020,"D13",2
"21406",2014,"D31",6
"21407",2019,"D22",78
"21408",2019,"D41",2
"21409",2017,"D55",1
"21410",2016,"D13",2
"21411",2015,"D53",1
"21412",2014,"D31",3
"21413",2022,"D53",6
"21414",2015,"D22",1
"21415",2022,"D52",1
"21416",2019,"D14",1
"21417",2015,"D42",4
"21418",2018,"D14",1
"21419",2018,"D14",5
"21420",2022,"D55",1
"21421",2022,"D22",2
"21422",2017,"D13",1
"21423",2020,"D55",11
"21424",2017,"D13",9
"21425",2014,"D55",1
"21426",2017,"D43",2
"21427",2014,"D12",2
"21428",2016,"D41",15
"21429",2014,"D31",7
"21430",2022,"D41",1
"21431",2014,"D42",1
"21432",2014,"D12",1
"21433",2016,"D43",1
"21434",2016,"D55",22
"21435",2016,"D22",1
"21436",2018,"D13",1
"21437",2021,"D11",2
"21438",2017,"D41",1
"21439",2021,"D55",1
"21440",2020,"D51",1
"21441",2020,"D22",4
"21442",2016,"D52",4
"21443",2016,"D13",1
"21444",2016,"D31",5
"21445",2014,"D13",1
"21446",2016,"D14",1
"21447",2019,"D23",1
"21448",2016,"D41",5
"21449",2021,"D32",5
"21450",2017,"D52",1
"21451",2016,"D12",1
"21452",2017,"D11",2
"21453",2021,"D51",1
"21454",2022,"D51",1
"21455",2017,"D23",5
"21456",2018,"D31",3
"21457",2016,"D42",2
"21458",2019,"D22",1
"21459",2015,"D55",1
"21460",2019,"D41",1
"21461",2020,"D32",3
"21462",2018,"D33",1
"21463",2014,"D41",1
"21464",2019,"D13",1
"21465",2022,"D23",6
"21466",2019,"D55",3
"21467",2019,"D52",4
"21468",2018,"D41",5
"21469",2015,"D12",1
"21470",2019,"D55",1
"21471",2019,"D55",6
"21472",2020,"D23",2
"21473",2021,"D32",3
"21474",2014,"D43",2
"21475",2018,"D42",4
"21476",2022,"D31",7
"21477",2022,"D53",1
"21478",2019,"D41",1
"21479",2014,"D23",1
"21480",2020,"D41",1
"21481",2015,"D55",1
"21482",2017,"D33",3
"21483",2019,"D22",2
"21484",2020,"D52",1
"21485",2018,"D32",1
"21486",2018,"D53",2
"21487",2016,"D51",2
"21488",2019,"D53",5
"21489",2017,"D42",1
"21490",2021,"D31",2
"21491",2018,"D51",8
"21492",2016,"D53",2
"21493",2019,"D32",1
"21494",2015,"D41",2
"21495",2015,"D33",1
"21496",2020,"D52",1
"21497",2021,"D53",1
"21498",2022,"D53",1
"21499",2019,"D12",2
"21500",2017,"D43",4
"21501",2018,"D52",1
"21502",2016,"D13",3
"21503",2021,"D55",1
"21504",2014,"D42",3
"21505",2017,"D41",13
"21506",2014,"D41",1
"21507",2020,"D33",3
"21508",2015,"D51",8
"21509",2019,"D14",2
"21510",2014,"D14",7
"21511",2017,"D14",12
"21512",2019,"D41",1
"21513",2021,"D43",2
"21514",2016,"D52",48
"21515",2015,"D31",1
"21516",2019,"D42",2
"21517",2019,"D52",1
"21518",2021,"D13",4
"21519",2020,"D22",2
"21520",2016,"D42",6
"21521",2016,"D12",3
"21522",2022,"D51",9
"21523",2016,"D52",1
"21524",2015,"D33",6
"21525",2017,"D43",1
"21526",2015,"D32",4
"21527",2016,"D33",2
"21528",2015,"D43",5
"21529",2017,"D33",1
"21530",2020,"D51",1
"21531",2015,"D14",2
"21532",2017,"D55",1
"21533",2014,"D14",2
"21534",2016,"D13",2
"21535",2017,"D55",1
"21536",2022,"D43",9
"21537",2022,"D53",5
"21538",2016,"D12",1
"21539",2021,"D41",4
"21540",2018,"D11",1
"21541",2022,"NSA",1
"21542",2019,"D14",1
"21543",2016,"D43",1
"21544",2016,"D11",3
"21545",2022,"D33",1
"21546",2017,"D51",1
"21547",2014,"D33",1
"21548",2021,"D32",1
"21549",2021,"D43",1
"21550",2018,"D41",1
"21551",2020,"D14",1
"21552",2014,"D31",7
"21553",2019,"D41",5
"21554",2014,"D41",1
"21555",2016,"D32",1
"21556",2014,"D11",2
"21557",2016,"D51",5
"21558",2016,"D33",12
"21559",2020,"D53",1
"21560",2020,"D41",2
"21561",2022,"D43",2
"21562",2014,"D11",4
"21563",2022,"D12",2
"21564",2021,"D53",1
"21565",2019,"D14",1
"21566",2015,"D22",3
"21567",2018,"D32",2
"21568",2015,"D23",1
"21569",2016,"D42",1
"21570",2019,"D14",1
"21571",2017,"D31",4
"21572",2020,"D32",2
"21573",2015,"D32",1
"21574",2019,"D42",4
"21575",2016,"D55",3
"21576",2022,"D55",10
"21577",2019,"D53",3
"21578",2014,"D53",1
"21579",2020,"D11",2
"21580",2021,"D51",8
"21581",2016,"D53",2
"21582",2017,"D51",1
"21583",2019,"D31",4
"21584",2014,"D51",1
"21585",2019,"D41",8
